Gene	MappedGene	Source
Soltu.DM.08G022840	DM8.2_chr08G21030	synteny
Soltu.DM.08G022850	DM8.2_chr08G21040	synteny
Soltu.DM.08G022860	DM8.2_chr08G21050	synteny
Soltu.DM.08G022870	DM8.2_chr08G21060	synteny
Soltu.DM.08G022880	DM8.2_chr08G21070	synteny
Soltu.DM.08G022890	DM8.2_chr08G21080	synteny
Soltu.DM.08G022900	DM8.2_chr08G21090	synteny
Soltu.DM.08G022910	DM8.2_chr08G21100	synteny
Soltu.DM.08G022920	DM8.2_chr08G21110	synteny
Soltu.DM.08G022930	DM8.2_chr08G21120	synteny
Soltu.DM.08G022940	DM8.2_chr08G21130	synteny
Soltu.DM.08G022950	DM8.2_chr08G21140	synteny
Soltu.DM.08G022960	DM8.2_chr08G21150	synteny
Soltu.DM.08G022970	DM8.2_chr08G21160	synteny
Soltu.DM.08G022980	DM8.2_chr08G21180	synteny
Soltu.DM.08G022990	DM8.2_chr08G21190	synteny
Soltu.DM.08G023000	DM8.2_chr08G21200	synteny
Soltu.DM.08G023010	DM8.2_chr08G21210	synteny
Soltu.DM.08G023020	DM8.2_chr08G21220	synteny
Soltu.DM.08G023030	DM8.2_chr08G21230	synteny
Soltu.DM.08G023040	DM8.2_chr08G21250	synteny
Soltu.DM.08G023050	DM8.2_chr08G21260	synteny
Soltu.DM.08G023060	DM8.2_chr08G21270	synteny
Soltu.DM.08G023070	DM8.2_chr08G21280	synteny
Soltu.DM.08G023080	DM8.2_chr08G21310	synteny
Soltu.DM.08G023090	DM8.2_chr08G21300	synteny
Soltu.DM.08G023100	DM8.2_chr08G21320	synteny
Soltu.DM.08G023110	DM8.2_chr08G21330	synteny
Soltu.DM.08G023120	DM8.2_chr08G21340	synteny
Soltu.DM.08G023130	-	-
Soltu.DM.08G023140	DM8.2_chr08G21350	synteny
Soltu.DM.08G023150	DM8.2_chr08G21360	synteny
Soltu.DM.08G023160	-	-
Soltu.DM.08G023170	DM8.2_chr08G21370	synteny
Soltu.DM.08G023180	DM8.2_chr08G21380	synteny
Soltu.DM.08G023190	DM8.2_chr08G21390	synteny
Soltu.DM.08G023200	DM8.2_chr08G21400	synteny
Soltu.DM.08G023210	DM8.2_chr08G21410	synteny
Soltu.DM.08G023220	DM8.2_chr08G21430	synteny
Soltu.DM.08G023230	DM8.2_chr08G21440	synteny
Soltu.DM.08G023240	DM8.2_chr08G21450	synteny
Soltu.DM.08G023250	DM8.2_chr08G21460	synteny
Soltu.DM.08G023270	DM8.2_chr08G21480	synteny
Soltu.DM.08G023280	DM8.2_chr08G21490	synteny
Soltu.DM.08G023290	DM8.2_chr08G21500	synteny
Soltu.DM.08G023300	DM8.2_chr08G21520	synteny
Soltu.DM.08G023310	DM8.2_chr08G21540	synteny
Soltu.DM.08G023320	DM8.2_chr08G21550	synteny
Soltu.DM.08G023330	-	-
Soltu.DM.08G023340	DM8.2_chr08G21560	synteny
Soltu.DM.08G023350	DM8.2_chr08G21570	synteny
Soltu.DM.08G023360	DM8.2_chr08G21580	synteny
Soltu.DM.08G023370	DM8.2_chr08G21590	synteny
Soltu.DM.08G023380	DM8.2_chr08G21600	synteny
Soltu.DM.08G023390	-	-
Soltu.DM.08G023400	DM8.2_chr08G21610	synteny
Soltu.DM.08G023410	DM8.2_chr08G21620	synteny
Soltu.DM.08G023420	DM8.2_chr08G21630	synteny
Soltu.DM.08G023430	DM8.2_chr08G21640	synteny
Soltu.DM.08G023450	DM8.2_chr08G21660	synteny
Soltu.DM.08G023460	DM8.2_chr08G21670	synteny
Soltu.DM.08G023470	-	-
Soltu.DM.08G023480	DM8.2_chr08G21680	synteny
Soltu.DM.08G023500	DM8.2_chr08G21700	synteny
Soltu.DM.08G023510	DM8.2_chr08G21710	synteny
Soltu.DM.08G023520	DM8.2_chr08G21720	synteny
Soltu.DM.08G023530	DM8.2_chr08G21730	synteny
Soltu.DM.08G023540	DM8.2_chr08G21740	synteny
Soltu.DM.08G023550	DM8.2_chr08G21760	synteny
Soltu.DM.08G023560	DM8.2_chr08G21770	synteny
Soltu.DM.08G023570	-	-
Soltu.DM.08G023580	-	-
Soltu.DM.08G023590	-	-
Soltu.DM.08G023600	-	-
Soltu.DM.08G023610	-	-
Soltu.DM.08G023620	DM8.2_chr08G21820	synteny
Soltu.DM.08G023630	-	-
Soltu.DM.08G023640	-	-
Soltu.DM.08G023650	-	-
Soltu.DM.08G023660	DM8.2_chr08G21860	synteny
Soltu.DM.08G023680	DM8.2_chr08G21880	synteny
Soltu.DM.08G023690	DM8.2_chr08G21890	synteny
Soltu.DM.08G023700	-	-
Soltu.DM.08G023710	DM8.2_chr08G21910	synteny
Soltu.DM.08G023720	DM8.2_chr08G21920	synteny
Soltu.DM.08G023730	DM8.2_chr08G21930	synteny
Soltu.DM.08G023740	DM8.2_chr08G21940	synteny
Soltu.DM.08G023750	-	-
Soltu.DM.08G023760	DM8.2_chr08G21960	synteny
Soltu.DM.08G023770	DM8.2_chr08G21970	synteny
Soltu.DM.08G023780	DM8.2_chr08G21980	synteny
Soltu.DM.08G023790	DM8.2_chr08G21990	synteny
Soltu.DM.08G023800	DM8.2_chr08G22000	synteny
Soltu.DM.08G023810	DM8.2_chr08G22010	synteny
Soltu.DM.08G023820	-	-
Soltu.DM.08G023830	DM8.2_chr08G22020	synteny
Soltu.DM.08G023840	DM8.2_chr08G22030	synteny
Soltu.DM.08G023850	DM8.2_chr08G22040	synteny
Soltu.DM.08G023860	DM8.2_chr08G22050	synteny
Soltu.DM.08G023870	DM8.2_chr08G22060	synteny
Soltu.DM.08G023880	DM8.2_chr08G22070	synteny
Soltu.DM.08G023890	DM8.2_chr08G22080	synteny
Soltu.DM.08G023900	DM8.2_chr08G22090	synteny
Soltu.DM.08G023910	DM8.2_chr08G22100	synteny
Soltu.DM.08G023920	DM8.2_chr08G22110	synteny
Soltu.DM.08G023930	DM8.2_chr08G22120	synteny
Soltu.DM.08G023940	DM8.2_chr08G22130	synteny
Soltu.DM.08G023950	DM8.2_chr08G22140	synteny
Soltu.DM.08G023960	DM8.2_chr08G22150	synteny
Soltu.DM.08G023970	-	-
Soltu.DM.08G023980	-	-
Soltu.DM.08G023990	DM8.2_chr08G22170	synteny
Soltu.DM.08G024000	DM8.2_chr08G22190	synteny
Soltu.DM.08G024010	DM8.2_chr08G22200	synteny
Soltu.DM.08G024020	DM8.2_chr08G22210	synteny
Soltu.DM.08G024030	DM8.2_chr08G22220	synteny
Soltu.DM.08G024050	DM8.2_chr08G22240	synteny
Soltu.DM.08G024060	DM8.2_chr08G22250	synteny
Soltu.DM.08G024070	DM8.2_chr08G22260	synteny
Soltu.DM.08G024080	DM8.2_chr08G22270	synteny
Soltu.DM.08G024090	DM8.2_chr08G22280	synteny
Soltu.DM.08G024100	DM8.2_chr08G22290	synteny
Soltu.DM.08G024110	DM8.2_chr08G22300	synteny
Soltu.DM.08G024120	DM8.2_chr08G22310	synteny
Soltu.DM.08G024130	-	-
Soltu.DM.08G024140	DM8.2_chr08G22330	synteny
Soltu.DM.08G024150	DM8.2_chr08G22340	synteny
Soltu.DM.08G024160	DM8.2_chr08G22350	synteny
Soltu.DM.08G024170	DM8.2_chr08G22360	synteny
Soltu.DM.08G024180	DM8.2_chr08G22370	synteny
Soltu.DM.08G024190	DM8.2_chr08G22380	synteny
Soltu.DM.08G024200	-	-
Soltu.DM.08G024210	DM8.2_chr08G22390	synteny
Soltu.DM.08G024220	DM8.2_chr08G22400	synteny
Soltu.DM.08G024230	DM8.2_chr08G22410	synteny
Soltu.DM.08G024240	-	-
Soltu.DM.08G024250	DM8.2_chr08G22420	synteny
Soltu.DM.08G024260	DM8.2_chr08G22430	synteny
Soltu.DM.08G024270	DM8.2_chr08G22440	synteny
Soltu.DM.08G024280	DM8.2_chr08G22450	synteny
Soltu.DM.08G024290	DM8.2_chr08G22460	synteny
Soltu.DM.08G024300	DM8.2_chr08G22470	synteny
Soltu.DM.08G024310	DM8.2_chr08G22480	synteny
Soltu.DM.08G024320	DM8.2_chr08G22490	synteny
Soltu.DM.08G024330	DM8.2_chr08G22500	synteny
Soltu.DM.08G024340	DM8.2_chr08G22510	synteny
Soltu.DM.08G024350	DM8.2_chr08G22520	synteny
Soltu.DM.08G024390	DM8.2_chr08G22600	synteny
Soltu.DM.08G024400	-	-
Soltu.DM.08G024410	DM8.2_chr03G04970	(identity: 95.65%)
Soltu.DM.08G024420	-	-
Soltu.DM.08G024430	-	-
Soltu.DM.08G024440	-	-
Soltu.DM.08G024450	-	-
Soltu.DM.08G024480	DM8.2_chr08G22640	synteny
Soltu.DM.08G024490	-	-
Soltu.DM.08G024500	DM8.2_chr08G22670	synteny
Soltu.DM.08G024510	DM8.2_chr08G22680	synteny
Soltu.DM.08G024520	-	-
Soltu.DM.08G024530	DM8.2_chr08G22690	synteny
Soltu.DM.08G024560	-	-
Soltu.DM.08G024570	DM8.2_chr08G22720	synteny
Soltu.DM.08G024590	-	-
Soltu.DM.08G024600	DM8.2_chr08G22800	synteny
Soltu.DM.08G024610	-	-
Soltu.DM.08G024620	DM8.2_chr08G22810	synteny
Soltu.DM.08G024630	-	-
Soltu.DM.08G024640	DM8.2_chr08G22830	synteny
Soltu.DM.08G024650	-	-
Soltu.DM.08G024660	DM8.2_chr08G22850	synteny
Soltu.DM.08G024670	DM8.2_chr08G22860	synteny
Soltu.DM.08G024680	DM8.2_chr08G22870	synteny
Soltu.DM.08G024690	DM8.2_chr08G22900	synteny
Soltu.DM.08G024700	DM8.2_chr08G22910	synteny
Soltu.DM.08G024710	DM8.2_chr08G22920	synteny
Soltu.DM.08G024720	DM8.2_chr08G22930	synteny
Soltu.DM.08G024730	DM8.2_chr08G22950	synteny
Soltu.DM.08G024740	DM8.2_chr08G22960	synteny
Soltu.DM.08G024750	DM8.2_chr08G22970	synteny
Soltu.DM.08G024760	DM8.2_chr08G22980	synteny
Soltu.DM.08G024770	DM8.2_chr08G22990	synteny
Soltu.DM.08G024780	DM8.2_chr08G23000	synteny
Soltu.DM.08G024790	DM8.2_chr08G23010	synteny
Soltu.DM.08G024800	DM8.2_chr08G23020	synteny
Soltu.DM.08G024810	DM8.2_chr08G23030	synteny
Soltu.DM.08G024820	DM8.2_chr08G23040	synteny
Soltu.DM.08G024830	DM8.2_chr08G23050	synteny
Soltu.DM.08G024840	DM8.2_chr08G23060	synteny
Soltu.DM.08G024850	DM8.2_chr08G23070	synteny
Soltu.DM.08G024860	DM8.2_chr08G23080	synteny
Soltu.DM.08G024880	DM8.2_chr08G23090	synteny
Soltu.DM.08G024890	DM8.2_chr08G23100	synteny
Soltu.DM.08G024900	DM8.2_chr08G23120	synteny
Soltu.DM.08G024910	DM8.2_chr08G23130	synteny
Soltu.DM.08G024920	DM8.2_chr08G23140	synteny
Soltu.DM.08G024930	DM8.2_chr08G23150	synteny
Soltu.DM.08G024940	DM8.2_chr08G23160	synteny
Soltu.DM.08G024950	-	-
Soltu.DM.08G024960	DM8.2_chr08G23170	synteny
Soltu.DM.08G024970	DM8.2_chr08G23180	synteny
Soltu.DM.08G024980	DM8.2_chr08G23190	synteny
Soltu.DM.08G024990	DM8.2_chr08G23210	synteny
Soltu.DM.08G025000	DM8.2_chr08G23220	synteny
Soltu.DM.08G025010	DM8.2_chr08G23230	synteny
Soltu.DM.08G025020	DM8.2_chr08G23250	synteny
Soltu.DM.08G025030	DM8.2_chr08G23260	synteny
Soltu.DM.08G025040	DM8.2_chr08G23270	synteny
Soltu.DM.08G025050	DM8.2_chr08G23290	synteny
Soltu.DM.08G025060	DM8.2_chr08G23280	synteny
Soltu.DM.08G025070	DM8.2_chr08G23300	synteny
Soltu.DM.08G025080	DM8.2_chr08G23310	synteny
Soltu.DM.08G025090	DM8.2_chr08G23320	synteny
Soltu.DM.08G025100	DM8.2_chr08G23340	synteny
Soltu.DM.08G025110	-	-
Soltu.DM.08G025120	-	-
Soltu.DM.08G025130	DM8.2_chr08G23360	synteny
Soltu.DM.08G025140	DM8.2_chr08G23370	synteny
Soltu.DM.08G025150	DM8.2_chr08G23390	synteny
Soltu.DM.08G025160	DM8.2_chr08G23400	synteny
Soltu.DM.08G025170	DM8.2_chr08G23410	synteny
Soltu.DM.08G025180	DM8.2_chr08G23420	synteny
Soltu.DM.08G025190	DM8.2_chr08G23430	synteny
Soltu.DM.08G025200	DM8.2_chr08G23440	synteny
Soltu.DM.08G025210	DM8.2_chr08G23450	synteny
Soltu.DM.08G025220	-	-
Soltu.DM.08G025230	-	-
Soltu.DM.08G025240	DM8.2_chr08G23490	synteny
Soltu.DM.08G025250	DM8.2_chr08G23500	synteny
Soltu.DM.08G025260	DM8.2_chr08G23510	synteny
Soltu.DM.08G025270	DM8.2_chr08G23520	synteny
Soltu.DM.08G025280	DM8.2_chr08G23540	synteny
Soltu.DM.08G025290	DM8.2_chr08G23550	synteny
Soltu.DM.08G025300	DM8.2_chr08G23570	synteny
Soltu.DM.08G025310	DM8.2_chr08G23580	synteny
Soltu.DM.08G025320	DM8.2_chr08G23590	synteny
Soltu.DM.08G025330	DM8.2_chr08G23600	synteny
Soltu.DM.08G025340	DM8.2_chr08G23620	synteny
Soltu.DM.08G025350	DM8.2_chr08G23630	synteny
Soltu.DM.08G025360	DM8.2_chr08G23640	synteny
Soltu.DM.08G025370	DM8.2_chr08G23650	synteny
Soltu.DM.08G025380	DM8.2_chr08G23660	synteny
Soltu.DM.08G025390	DM8.2_chr08G23670	synteny
Soltu.DM.08G025410	DM8.2_chr08G23690	synteny
Soltu.DM.08G025420	DM8.2_chr08G23700	synteny
Soltu.DM.08G025430	DM8.2_chr08G23710	synteny
Soltu.DM.08G025440	DM8.2_chr08G23720	synteny
Soltu.DM.08G025450	DM8.2_chr08G23730	synteny
Soltu.DM.08G025460	DM8.2_chr08G23740	synteny
Soltu.DM.08G025470	DM8.2_chr08G23750	synteny
Soltu.DM.08G025480	DM8.2_chr08G23790	synteny
Soltu.DM.08G025490	-	-
Soltu.DM.08G025500	-	-
Soltu.DM.08G025510	DM8.2_chr08G23800	synteny
Soltu.DM.08G025520	DM8.2_chr08G23810	synteny
Soltu.DM.08G025530	DM8.2_chr08G23820	synteny
Soltu.DM.08G025540	DM8.2_chr08G23830	synteny
Soltu.DM.08G025550	DM8.2_chr08G23840	synteny
Soltu.DM.08G025560	DM8.2_chr08G23850	synteny
Soltu.DM.08G025570	DM8.2_chr08G23860	synteny
Soltu.DM.08G025580	-	-
Soltu.DM.08G025590	-	-
Soltu.DM.08G025600	-	-
Soltu.DM.08G025620	-	-
Soltu.DM.08G025630	-	-
Soltu.DM.08G025640	-	-
Soltu.DM.08G025650	-	-
Soltu.DM.08G025660	-	-
Soltu.DM.08G025670	-	-
Soltu.DM.08G025680	-	-
Soltu.DM.08G025700	-	-
Soltu.DM.08G025710	-	-
Soltu.DM.08G025720	DM8.2_chr08G24060	synteny
Soltu.DM.08G025730	-	-
Soltu.DM.08G025740	DM8.2_chr08G23960	synteny
Soltu.DM.08G025750	-	-
Soltu.DM.08G025760	-	-
Soltu.DM.08G025770	-	-
Soltu.DM.08G025780	-	-
Soltu.DM.08G025790	DM8.2_chr08G24180	synteny
Soltu.DM.08G025800	-	-
Soltu.DM.08G025810	-	-
Soltu.DM.08G025820	DM8.2_chr08G24070	synteny
Soltu.DM.08G025830	-	-
Soltu.DM.08G025840	-	-
Soltu.DM.08G025850	-	-
Soltu.DM.08G025860	-	-
Soltu.DM.08G025870	DM8.2_chr08G24150	synteny
Soltu.DM.08G025880	DM8.2_chr08G24200	synteny
Soltu.DM.08G025890	DM8.2_chr08G24210	synteny
Soltu.DM.08G025900	DM8.2_chr08G24220	synteny
Soltu.DM.08G025910	DM8.2_chr08G24230	synteny
Soltu.DM.08G025920	DM8.2_chr08G24240	synteny
Soltu.DM.08G025930	DM8.2_chr08G24250	synteny
Soltu.DM.08G025940	DM8.2_chr08G24260	synteny
Soltu.DM.08G025950	DM8.2_chr08G24270	synteny
Soltu.DM.08G025960	DM8.2_chr08G24280	synteny
Soltu.DM.08G025970	DM8.2_chr08G24290	synteny
Soltu.DM.08G025980	-	-
Soltu.DM.08G026000	DM8.2_chr08G24310	synteny
Soltu.DM.08G026020	DM8.2_chr08G24330	synteny
Soltu.DM.08G026030	DM8.2_chr08G24340	synteny
Soltu.DM.08G026040	-	-
Soltu.DM.08G026050	DM8.2_chr08G24350	synteny
Soltu.DM.08G026070	-	-
Soltu.DM.08G026080	-	-
Soltu.DM.08G026090	DM8.2_chr08G24360	synteny
Soltu.DM.08G026100	DM8.2_chr08G24370	synteny
Soltu.DM.08G026110	DM8.2_chr08G24380	synteny
Soltu.DM.08G026120	DM8.2_chr08G24390	synteny
Soltu.DM.08G026130	DM8.2_chr08G24400	synteny
Soltu.DM.08G026140	-	-
Soltu.DM.08G026150	-	-
Soltu.DM.08G026160	-	-
Soltu.DM.08G026170	DM8.2_chr08G24420	synteny
Soltu.DM.08G026180	DM8.2_chr08G24430	synteny
Soltu.DM.08G026190	DM8.2_chr08G24440	synteny
Soltu.DM.08G026200	DM8.2_chr08G24450	synteny
Soltu.DM.08G026210	DM8.2_chr08G24460	synteny
Soltu.DM.08G026220	DM8.2_chr08G24470	synteny
Soltu.DM.08G026240	DM8.2_chr08G24490	synteny
Soltu.DM.08G026250	DM8.2_chr08G24500	synteny
Soltu.DM.08G026260	DM8.2_chr08G24510	synteny
Soltu.DM.08G026270	DM8.2_chr08G24520	synteny
Soltu.DM.08G026280	DM8.2_chr08G24530	synteny
Soltu.DM.08G026290	-	-
Soltu.DM.08G026300	DM8.2_chr08G24540	synteny
Soltu.DM.08G026310	DM8.2_chr08G24550	synteny
Soltu.DM.08G026320	DM8.2_chr08G24560	synteny
Soltu.DM.08G026330	DM8.2_chr08G24570	synteny
Soltu.DM.08G026340	DM8.2_chr08G24580	synteny
Soltu.DM.08G026350	-	-
Soltu.DM.08G026360	DM8.2_chr08G24590	synteny
Soltu.DM.08G026370	DM8.2_chr08G24600	synteny
Soltu.DM.08G026390	DM8.2_chr08G24630	synteny
Soltu.DM.08G026400	-	-
Soltu.DM.08G026410	DM8.2_chr08G24690	synteny
Soltu.DM.08G026420	-	-
Soltu.DM.08G026430	-	-
Soltu.DM.08G026440	-	-
Soltu.DM.08G026450	DM8.2_chr08G24700	synteny
Soltu.DM.08G026460	-	-
Soltu.DM.08G026470	DM8.2_chr08G24720	synteny
Soltu.DM.08G026480	-	-
Soltu.DM.08G026490	-	-
Soltu.DM.08G026500	-	-
Soltu.DM.08G026510	-	-
Soltu.DM.08G026520	-	-
Soltu.DM.08G026530	-	-
Soltu.DM.08G026540	-	-
Soltu.DM.08G026550	-	-
Soltu.DM.08G026560	-	-
Soltu.DM.08G026570	-	-
Soltu.DM.08G026580	-	-
Soltu.DM.08G026590	-	-
Soltu.DM.08G026600	-	-
Soltu.DM.08G026610	-	-
Soltu.DM.08G026620	-	-
Soltu.DM.08G026630	-	-
Soltu.DM.08G026640	DM8.2_chr08G24870	synteny
Soltu.DM.08G026650	-	-
Soltu.DM.08G026660	DM8.2_chr08G24880	synteny
Soltu.DM.08G026670	-	-
Soltu.DM.08G026680	-	-
Soltu.DM.08G026690	DM8.2_chr08G24930	synteny
Soltu.DM.08G026700	DM8.2_chr08G24920	synteny
Soltu.DM.08G026710	DM8.2_chr08G24940	synteny
Soltu.DM.08G026720	DM8.2_chr08G24950	synteny
Soltu.DM.08G026730	DM8.2_chr08G24960	synteny
Soltu.DM.08G026740	DM8.2_chr08G24970	synteny
Soltu.DM.08G026750	DM8.2_chr08G24980	synteny
Soltu.DM.08G026760	DM8.2_chr08G24990	synteny
Soltu.DM.08G026770	DM8.2_chr08G25000	synteny
Soltu.DM.08G026780	DM8.2_chr08G25010	synteny
Soltu.DM.08G026790	DM8.2_chr08G25020	synteny
Soltu.DM.08G026800	DM8.2_chr08G25030	synteny
Soltu.DM.08G026810	-	-
Soltu.DM.08G026820	DM8.2_chr08G25040	synteny
Soltu.DM.08G026830	DM8.2_chr08G25050	synteny
Soltu.DM.08G026840	DM8.2_chr08G25060	synteny
Soltu.DM.08G026850	DM8.2_chr08G25070	synteny
Soltu.DM.08G026860	DM8.2_chr08G25080	synteny
Soltu.DM.08G026870	-	-
Soltu.DM.08G026880	DM8.2_chr08G25090	synteny
Soltu.DM.08G026890	DM8.2_chr08G25100	synteny
Soltu.DM.08G026900	DM8.2_chr08G25110	synteny
Soltu.DM.08G026910	DM8.2_chr08G25120	synteny
Soltu.DM.08G026920	DM8.2_chr08G25130	synteny
Soltu.DM.08G026930	DM8.2_chr08G25140	synteny
Soltu.DM.08G026940	DM8.2_chr08G25150	synteny
Soltu.DM.08G026950	DM8.2_chr08G25160	synteny
Soltu.DM.08G026960	-	-
Soltu.DM.08G026970	DM8.2_chr08G25180	synteny
Soltu.DM.08G026980	DM8.2_chr08G25190	synteny
Soltu.DM.08G026990	DM8.2_chr08G25200	synteny
Soltu.DM.08G027000	DM8.2_chr08G25210	synteny
Soltu.DM.08G027010	DM8.2_chr08G25220	synteny
Soltu.DM.08G027020	-	-
Soltu.DM.08G027040	-	-
Soltu.DM.08G027050	DM8.2_chr08G25280	synteny
Soltu.DM.08G027060	DM8.2_chr08G25290	synteny
Soltu.DM.08G027070	DM8.2_chr08G25300	synteny
Soltu.DM.08G027080	DM8.2_chr08G25310	synteny
Soltu.DM.08G027090	DM8.2_chr08G25320	synteny
Soltu.DM.08G027110	DM8.2_chr08G25330	synteny
Soltu.DM.08G027120	DM8.2_chr08G25340	synteny
Soltu.DM.08G027130	DM8.2_chr08G25350	synteny
Soltu.DM.08G027140	DM8.2_chr08G25360	synteny
Soltu.DM.08G027150	DM8.2_chr08G25370	synteny
Soltu.DM.08G027160	DM8.2_chr08G25380	synteny
Soltu.DM.08G027170	DM8.2_chr08G25390	synteny
Soltu.DM.08G027180	DM8.2_chr08G25400	synteny
Soltu.DM.08G027190	DM8.2_chr08G25410	synteny
Soltu.DM.08G027200	DM8.2_chr08G25420	synteny
Soltu.DM.08G027210	DM8.2_chr08G25430	synteny
Soltu.DM.08G027220	DM8.2_chr08G25440	synteny
Soltu.DM.08G027230	DM8.2_chr08G25450	synteny
Soltu.DM.08G027240	-	-
Soltu.DM.08G027250	DM8.2_chr08G25470	synteny
Soltu.DM.08G027260	-	-
Soltu.DM.08G027270	DM8.2_chr08G25510	synteny
Soltu.DM.08G027280	-	-
Soltu.DM.08G027290	-	-
Soltu.DM.08G027300	-	-
Soltu.DM.08G027310	DM8.2_chr08G25520	synteny
Soltu.DM.08G027320	DM8.2_chr08G25530	synteny
Soltu.DM.08G027330	DM8.2_chr08G25540	synteny
Soltu.DM.08G027340	DM8.2_chr08G25550	synteny
Soltu.DM.08G027350	DM8.2_chr08G25560	synteny
Soltu.DM.08G027360	DM8.2_chr08G25570	synteny
Soltu.DM.08G027370	DM8.2_chr08G25580	synteny
Soltu.DM.08G027390	-	-
Soltu.DM.08G027410	DM8.2_chr08G25590	synteny
Soltu.DM.08G027420	DM8.2_chr08G25630	synteny
Soltu.DM.08G027430	DM8.2_chr08G25660	synteny
Soltu.DM.08G027440	-	-
Soltu.DM.08G027450	-	-
Soltu.DM.08G027460	-	-
Soltu.DM.08G027470	-	-
Soltu.DM.08G027480	-	-
Soltu.DM.08G027490	DM8.2_chr08G25720	synteny
Soltu.DM.08G027500	DM8.2_chr08G25730	synteny
Soltu.DM.08G027510	DM8.2_chr08G25820	synteny
Soltu.DM.08G027520	-	-
Soltu.DM.08G027530	-	-
Soltu.DM.08G027540	DM8.2_chr08G25770	synteny
Soltu.DM.08G027550	DM8.2_chr08G25790	synteny
Soltu.DM.08G027560	DM8.2_chr08G25810	synteny
Soltu.DM.08G027570	-	-
Soltu.DM.08G027580	DM8.2_chr08G25830	synteny
Soltu.DM.08G027590	DM8.2_chr08G25840	synteny
Soltu.DM.08G027600	DM8.2_chr08G25850	synteny
Soltu.DM.08G027610	-	-
Soltu.DM.08G027620	DM8.2_chr08G25870	synteny
Soltu.DM.08G027630	-	-
Soltu.DM.08G027640	DM8.2_chr08G25880	synteny
Soltu.DM.08G027650	DM8.2_chr08G25910	synteny
Soltu.DM.08G027680	DM8.2_chr08G25940	synteny
Soltu.DM.08G027690	DM8.2_chr08G25950	synteny
Soltu.DM.08G027700	DM8.2_chr08G25960	synteny
Soltu.DM.08G027710	DM8.2_chr08G25970	synteny
Soltu.DM.08G027720	DM8.2_chr08G25980	synteny
Soltu.DM.08G027730	DM8.2_chr08G25990	synteny
Soltu.DM.08G027740	DM8.2_chr08G26000	synteny
Soltu.DM.08G027750	DM8.2_chr08G26010	synteny
Soltu.DM.08G027760	DM8.2_chr08G26020	synteny
Soltu.DM.08G027770	DM8.2_chr08G26030	synteny
Soltu.DM.08G027780	DM8.2_chr08G26040	synteny
Soltu.DM.08G027790	DM8.2_chr08G26050	synteny
Soltu.DM.08G027800	DM8.2_chr08G26060	synteny
Soltu.DM.08G027810	DM8.2_chr08G26070	synteny
Soltu.DM.08G027820	DM8.2_chr08G26080	synteny
Soltu.DM.08G027830	DM8.2_chr08G26090	synteny
Soltu.DM.08G027840	DM8.2_chr08G26100	synteny
Soltu.DM.08G027850	DM8.2_chr08G26110	synteny
Soltu.DM.08G027860	-	-
Soltu.DM.08G027870	DM8.2_chr08G26130	synteny
Soltu.DM.08G027880	-	-
Soltu.DM.08G027890	DM8.2_chr08G26140	synteny
Soltu.DM.08G027900	DM8.2_chr08G26150	synteny
Soltu.DM.08G027910	DM8.2_chr08G26160	synteny
Soltu.DM.08G027920	DM8.2_chr08G26170	synteny
Soltu.DM.08G027930	DM8.2_chr08G26180	synteny
Soltu.DM.08G027940	DM8.2_chr08G26190	synteny
Soltu.DM.08G027950	DM8.2_chr08G26200	synteny
Soltu.DM.08G027970	DM8.2_chr08G26210	synteny
Soltu.DM.08G027980	DM8.2_chr08G26220	synteny
Soltu.DM.08G027990	DM8.2_chr08G26230	synteny
Soltu.DM.08G028000	DM8.2_chr08G26240	synteny
Soltu.DM.08G028010	DM8.2_chr08G26250	synteny
Soltu.DM.08G028020	DM8.2_chr08G26260	synteny
Soltu.DM.08G028030	DM8.2_chr08G26270	synteny
Soltu.DM.08G028040	DM8.2_chr08G26280	synteny
Soltu.DM.08G028050	DM8.2_chr08G26290	synteny
Soltu.DM.08G028060	DM8.2_chr08G26300	synteny
Soltu.DM.08G028070	DM8.2_chr08G26310	synteny
Soltu.DM.08G028080	DM8.2_chr08G26320	synteny
Soltu.DM.08G028090	DM8.2_chr08G26330	synteny
Soltu.DM.08G028100	DM8.2_chr08G26340	synteny
Soltu.DM.08G028110	DM8.2_chr08G26350	synteny
Soltu.DM.08G028120	DM8.2_chr08G26360	synteny
Soltu.DM.08G028130	DM8.2_chr08G26370	synteny
Soltu.DM.08G028140	DM8.2_chr08G26380	synteny
Soltu.DM.08G028150	DM8.2_chr08G26390	synteny
Soltu.DM.08G028160	DM8.2_chr08G26400	synteny
Soltu.DM.08G028170	DM8.2_chr08G26410	synteny
Soltu.DM.08G028180	DM8.2_chr08G26420	synteny
Soltu.DM.08G028190	DM8.2_chr08G26440	synteny
Soltu.DM.08G028200	DM8.2_chr08G26450	synteny
Soltu.DM.08G028210	DM8.2_chr08G26460	synteny
Soltu.DM.08G028220	DM8.2_chr08G26470	synteny
Soltu.DM.08G028230	DM8.2_chr08G26500	synteny
Soltu.DM.08G028240	DM8.2_chr08G26510	synteny
Soltu.DM.08G028250	DM8.2_chr08G26520	synteny
Soltu.DM.08G028270	DM8.2_chr08G26540	synteny
Soltu.DM.08G028280	DM8.2_chr08G26550	synteny
Soltu.DM.08G028290	DM8.2_chr08G26570	synteny
Soltu.DM.08G028300	-	-
Soltu.DM.08G028310	DM8.2_chr08G26580	synteny
